NÍVEL DE ESCOLARIDADE,FAMÍLIA,Ocupações em geral,ACADEMIA DA SAÚDE,CENTRAL DE REGUALAÇÃO,CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS,CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF,CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA,CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS,CENTRO DE PARTO NORMAL,CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE,CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA,CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO,CONSULTORIO,COOPERATIVA,FARMACIA,HOSPITAL ESPECIALIZADO,HOSPITAL GERAL,HOSPITAL DIA,LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN,LABORATORIO DE SAUDE PUBLICA,POLICLINICA,OFICINA ORTOPEDICA,POSTO DE SAUDE,PRONTO ANTEDIMENTO,PRONTO SOCORRO ESPECIALIZADO,PRONTO SOCORRO GERAL,SECRETARIA DE SAUDE,SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE),UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA,UNIDADE DE ATENCAO EM REGIME RESIDENCIAL,UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA,UNIDADE DE VIGILANCIA EM SAUDE,UNIDADE MISTA,UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI,UNIDADE MOVEL FLUVIAL,UNIDADE MOVEL TERRESTRE,TELESAÚDE,Total
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, AGENTE COMUNITÁRIO DE SAÚDE,,1,16,-,-,5,49,-,258086,-,49,4,-,12,12,86,3,-,4,69,-,22690,11,-,-,422,-,-,-,6,88,474,-,321,-,-,282408
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, AGENTE COMUNITÁRIO DE SAÚDE,Agente comunitário de saúde,1,16,-,-,5,49,-,258086,-,49,4,-,12,12,86,3,-,4,69,-,22690,11,-,-,422,-,-,-,6,88,474,-,321,-,-,282408
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, AGENTE DE SAÚDE PÚBLICA,,2,65,1,3,17,65,-,1681,3,274,2,-,47,117,541,2,2,43,191,-,126,78,1,13,7537,-,75,-,45,4748,53,1,-,10,-,15743
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, AGENTE DE SAÚDE PÚBLICA,Agente de saúde pública agente de saneam,2,65,1,3,17,65,-,1681,3,274,2,-,47,117,541,2,2,43,191,-,126,78,1,13,7537,-,75,-,45,4748,53,1,-,10,-,15743
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, ATENDENTE DE ENFERMAGEM/AUX OPER SERV DIV E ASSEM,,-,79,11,7,27,140,3,10398,6,6299,2095,10,2075,920,7587,56,2,15,1165,-,834,1584,52,285,625,36,245,-,347,28,310,7,4,234,-,35486
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, ATENDENTE DE ENFERMAGEM/AUX OPER SERV DIV E ASSEM,Atendente de consultório dentario,-,17,2,2,5,6,-,7100,4,5849,2010,-,9,62,453,28,-,1,852,-,449,571,18,95,177,-,227,-,196,10,110,1,1,233,-,18488
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, ATENDENTE DE ENFERMAGEM/AUX OPER SERV DIV E ASSEM,Atendente de enfermagem,-,58,3,2,21,32,3,885,1,325,64,6,19,473,2576,5,2,14,127,-,302,510,24,119,114,2,17,-,135,15,129,6,1,1,-,5991
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, ATENDENTE DE ENFERMAGEM/AUX OPER SERV DIV E ASSEM,Atendente de farmácia balconista,-,4,6,3,1,102,-,2413,1,125,21,4,2047,385,4558,23,-,-,186,-,83,503,10,71,334,34,1,-,16,3,71,-,2,-,-,11007
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, PARTEIRA,,-,-,-,-,-,-,2,38,-,1,-,-,-,4,88,-,-,-,-,-,22,2,-,2,4,-,48,-,1,-,39,-,-,-,-,251
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, PARTEIRA,Parteira leiga,-,-,-,-,-,-,2,38,-,1,-,-,-,4,88,-,-,-,-,-,22,2,-,2,4,-,48,-,1,-,39,-,-,-,-,251
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, OUTRAS OCUPAÇÕES NÍVEL ELEMENTAR EM SAÚDE,,2207,7100,4489,913,2146,17590,105,138311,387,41449,8763,559,3753,28916,182245,4441,315,1751,17484,20,9385,17316,1083,4465,84924,893,5003,195,28703,36203,4966,2764,163,820,131,659958
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, OUTRAS OCUPAÇÕES NÍVEL ELEMENTAR EM SAÚDE,Artesao modelador vidros,-,-,-,-,-,10,-,-,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13
PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR, OUTRAS OCUPAÇÕES NÍVEL ELEMENTAR EM SAÚDE,Gesseiro,-,-,-,-,-,-,-,-,-,14,1,1,-,3,50,-,-,-,3,-,-,8,-,1,-,-,-,-,-,-,-,-,-,-,-,81
PESSOAL ADMINISTRATIVO,,,2207,7100,4489,913,2146,17580,105,138311,387,41433,8762,558,3753,28912,182195,4441,315,1751,17481,20,9385,17308,1083,4464,84924,893,5003,195,28703,36203,4966,2764,163,820,131,659864
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,,222,6330,3615,179,1121,5750,38,55994,275,29549,7362,401,2748,17869,108335,3533,140,741,13090,13,3015,10293,846,3029,41951,541,428,71,17605,3120,2095,699,17,359,94,341468
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Administrador,13,111,7,1,27,79,2,599,6,1112,331,31,53,197,1319,32,7,13,283,2,55,76,7,18,1133,35,21,8,424,64,26,24,1,16,2,6135
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Administrador de banco de dados,-,9,-,-,-,2,-,16,-,1,1,-,-,13,29,-,-,-,2,-,4,-,-,2,93,-,-,-,2,1,2,-,-,-,2,179
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Administrador de sistemas operacionais,-,54,-,-,10,5,-,117,-,26,-,1,-,17,98,1,-,-,14,-,8,1,1,1,499,1,-,-,7,5,15,-,-,-,-,881
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Advogado,-,8,2,-,4,2,-,18,-,62,21,3,3,33,158,-,-,3,12,-,-,1,-,2,128,1,-,3,23,10,-,-,-,-,1,498
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Advogado de empresa,-,1,-,-,-,-,-,-,-,5,1,-,-,2,19,-,-,-,2,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,34
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Almoxarife,-,1,6,-,8,2,-,63,1,148,-,2,61,181,1596,24,-,-,38,-,7,110,5,25,196,5,4,-,73,4,16,3,-,-,-,2579
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Analista de redes e de comunicação de dados,-,-,-,-,4,1,-,1,-,9,-,-,-,8,92,4,-,1,3,-,-,1,-,1,13,1,-,-,9,-,-,-,-,-,2,150
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Analista de suporte computacional,-,15,-,-,2,-,-,5,-,27,2,3,1,58,275,13,1,-,22,-,1,7,-,4,52,1,1,-,17,2,3,-,1,-,9,522
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Analista financeiro instituições financeiras,-,-,-,-,-,-,-,-,-,28,1,1,-,21,147,11,-,-,9,-,-,4,1,-,8,4,-,-,12,-,-,-,-,-,-,247
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Arquiteto de edificacoes,-,-,-,-,-,-,-,-,1,-,-,-,-,4,53,-,-,-,2,-,-,-,-,-,37,-,2,-,1,25,-,-,-,-,-,125
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Arquivista,-,1,-,-,-,2,-,111,-,23,-,-,-,42,141,4,-,-,25,-,7,3,-,7,7,-,-,-,3,-,3,-,-,-,-,379
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Arquivista de documentos,-,-,-,-,-,1,-,50,-,5,-,-,-,68,122,6,-,-,26,-,-,1,2,-,10,-,-,-,3,1,1,-,-,-,-,296
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Assistente tecnico administrativo,44,3294,310,39,444,2483,15,19815,131,6736,657,107,1223,5672,30712,803,79,360,3817,-,796,3900,359,723,16028,151,187,17,3286,1243,586,91,4,97,29,104238
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Atendente de agencia,-,11,-,-,-,-,-,12,-,4,3,-,-,-,4,11,-,-,3,-,1,-,-,4,7,-,-,-,4,-,-,-,-,-,-,64
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Atendente de ambulatorio ou clínica,-,27,1,5,8,87,-,1603,-,2220,1128,1,25,393,3297,204,-,10,818,-,156,290,2,217,94,3,-,-,869,3,40,4,-,2,-,11507
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Auditor (contadores e afins),-,19,-,-,-,1,-,1,-,3,-,-,-,7,82,2,-,-,-,-,-,-,-,-,76,1,-,-,1,132,-,-,-,-,-,325
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Auxiliar de contabilidade,-,2,-,-,-,-,-,5,-,48,3,2,4,69,471,6,-,-,13,-,-,11,-,4,46,7,2,-,22,-,1,-,-,-,1,717
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Auxiliar de escritorio,9,686,74,15,246,864,9,10415,16,4623,1852,44,681,4453,25562,826,22,105,2503,-,316,1774,97,735,4792,71,38,5,2838,327,450,39,1,55,10,64553
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Auxiliar de estatistica,-,1,-,-,1,2,-,8,-,5,2,-,1,13,78,-,-,-,5,-,-,3,-,5,11,-,3,-,8,1,11,-,-,1,-,159
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Auxiliar de faturamento,-,9,1,-,10,13,-,45,4,566,25,24,3,489,4010,93,-,1,192,-,6,106,30,44,239,18,-,1,441,3,19,1,-,-,-,6393
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Auxiliar de pessoal,1,13,5,2,9,36,-,189,4,102,23,1,13,115,813,9,-,8,33,-,15,29,1,2,110,3,8,1,40,7,40,-,-,-,-,1632
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Chefe de contabilidade tecnico,-,-,-,-,2,-,-,1,-,1,-,-,-,3,14,-,-,-,3,-,-,3,-,-,11,-,1,-,-,-,-,-,-,-,-,39
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Cobrador externo,-,-,-,-,-,-,-,-,-,9,1,-,-,-,3,-,-,-,2,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,20
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Comprador,-,-,1,-,-,1,-,-,-,18,1,-,3,51,352,8,-,-,5,-,-,5,-,9,11,2,-,-,14,-,1,-,-,-,-,482
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Contador,-,14,3,-,2,1,-,8,-,65,12,7,1,55,474,6,1,2,19,-,-,3,-,1,127,4,3,1,29,-,1,-,-,1,-,840
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Continuo,-,1,-,2,2,6,-,95,-,98,3,2,7,235,745,1,-,4,20,-,33,7,2,8,48,-,-,-,58,10,-,-,-,-,-,1387
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Datilografo,-,-,-,-,6,3,-,59,-,9,-,-,-,42,99,-,-,2,50,-,-,3,-,1,21,-,1,-,1,5,2,-,-,-,-,304
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Digitador,6,405,12,8,1,112,-,2467,19,369,8,-,46,247,1164,6,8,64,230,-,196,30,4,9,7009,3,5,-,567,138,107,1,2,8,1,13252
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor administrativo,27,130,19,11,12,204,-,1297,6,1240,329,22,59,159,1118,22,3,13,312,1,145,204,4,41,1225,25,16,12,421,160,119,44,1,21,5,7427
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor administrativo e financeiro,1,-,-,-,5,1,-,11,-,131,40,3,7,40,141,4,-,1,25,-,-,8,3,3,109,5,-,3,76,2,2,1,-,3,1,626
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor comercial,-,-,-,-,-,-,-,-,-,6,7,1,1,2,4,-,-,-,1,-,-,-,-,-,1,-,-,-,3,-,-,1,-,-,-,27
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor de manutenção,-,1,-,-,5,-,-,-,-,5,-,-,1,6,36,-,-,-,1,-,-,1,1,-,14,-,-,-,-,-,-,-,-,-,-,71
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor de marketing,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,6
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor de pesquisa e desenvolvimento (p&d),-,-,-,-,-,-,-,-,-,1,-,-,-,2,4,-,-,-,1,-,-,-,-,-,1,-,-,-,2,-,-,-,-,-,-,11
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor de recursos humanos,-,-,-,-,1,-,-,3,-,4,-,-,-,6,21,-,1,-,3,-,-,-,-,-,44,-,1,-,2,-,-,-,-,-,-,86
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor de relacoes de trabalho,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,7
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor de serviços culturais,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor de serviços de informatica,-,4,-,1,-,-,-,19,-,8,1,2,-,4,22,-,-,-,5,-,1,1,-,-,83,-,-,-,1,-,-,-,-,-,-,152
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor de serviços de saúde,-,14,13,1,11,10,-,74,10,582,169,22,5,1048,5613,606,-,-,198,-,7,184,79,302,70,6,-,1,210,6,96,12,-,4,2,9355
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor de serviços sociais,-,-,-,-,-,-,-,3,-,10,3,-,-,1,3,1,-,-,-,-,-,-,-,-,10,-,-,-,3,-,-,-,-,-,-,34
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor de suprimentos,-,-,-,-,-,-,-,-,-,1,-,-,-,-,6,-,-,-,1,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,-,12
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor de suprimentos no serviço publico,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,5
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Diretor financeiro,-,-,-,-,1,-,-,-,-,18,3,2,2,7,30,1,-,1,11,-,-,1,-,1,27,2,1,-,11,-,-,-,-,-,-,119
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Economista domestico,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,-,-,-,2,-,-,-,-,-,4,-,-,-,-,1,-,-,-,-,-,14
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Engenheiro civil,-,1,-,-,-,-,-,2,-,12,6,-,-,24,142,2,-,-,6,-,-,-,-,-,220,-,28,-,3,67,-,-,-,-,-,513
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Engenheiro civil (saneamento),-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,3,-,-,-,-,-,-,35,-,3,-,-,40,-,-,-,-,-,85
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Engenheiro de seguranca do trabalho,-,-,-,-,-,-,-,3,1,88,18,-,-,26,190,2,1,-,11,-,-,-,1,1,18,-,1,-,5,12,1,-,-,-,-,379
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Fiscal de tributos municipal,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,42,-,-,-,-,57,-,-,-,-,-,104
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente administrativo,44,135,16,20,17,223,4,2001,11,2418,618,49,157,170,975,54,4,22,518,1,202,173,8,32,1161,107,32,5,974,146,32,78,3,27,6,10443
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente comercial,-,-,-,-,-,1,-,-,-,26,11,-,11,6,24,3,-,-,10,-,-,-,-,-,-,2,-,-,24,-,-,3,-,-,-,121
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de almoxarifado,-,-,-,-,-,-,-,6,-,6,-,-,10,6,55,1,-,-,5,-,1,5,-,2,39,-,-,-,3,1,5,-,-,-,-,145
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de compras,-,-,-,-,-,-,-,1,-,6,1,-,-,5,78,-,-,-,3,-,1,1,-,-,35,-,-,-,9,-,1,-,-,-,-,141
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de comunicacao,-,1,1,-,-,-,-,1,-,7,-,-,-,8,18,3,-,-,1,-,-,-,-,-,11,-,-,-,10,-,-,-,-,-,-,61
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de departamento pessoal,-,-,-,-,2,1,-,3,-,16,1,-,-,19,121,2,-,-,7,-,5,6,1,1,34,1,-,-,5,-,4,-,-,-,-,229
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de desenvolvimento de sistemas,-,1,-,-,-,-,-,-,-,2,-,-,-,-,10,-,-,-,-,-,-,-,-,-,7,-,-,-,2,-,-,-,-,-,-,22
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de marketing,-,-,-,-,-,-,-,-,-,5,-,1,-,11,18,1,-,-,-,-,-,-,-,-,1,-,-,-,6,-,-,-,-,-,-,43
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de pesquisa e desenvolvimento (p&d),-,2,-,-,-,-,-,-,-,7,1,-,-,2,9,-,-,-,-,-,-,-,-,-,1,-,-,-,3,-,-,-,-,-,-,25
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de operação de tecnologia da informação,-,1,-,-,1,-,-,-,-,3,-,-,-,-,15,1,-,-,1,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,44
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de producao e operacoes,-,-,-,-,1,-,-,1,-,4,-,-,-,5,16,1,-,-,-,-,-,-,-,-,2,1,-,-,5,1,-,-,-,1,-,38
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de projetos de tecnologia da informação,-,-,-,-,-,-,-,-,-,2,-,-,-,1,18,-,-,-,-,-,-,-,-,-,5,-,-,-,2,-,-,-,-,-,2,30
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de projetos e serviços de manutenção,-,-,-,-,-,-,-,-,-,9,-,-,-,11,74,3,-,-,-,-,-,2,-,-,5,-,-,-,5,-,-,-,-,-,-,109
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de recursos humanos,-,2,1,-,1,1,-,5,-,33,2,1,-,40,180,2,-,1,15,-,-,9,1,2,72,2,-,-,25,-,2,-,-,-,-,397
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de rede,-,-,-,-,-,-,-,-,-,-,-,-,-,4,8,-,-,-,-,-,-,1,-,-,4,-,-,-,1,-,-,-,-,-,-,18
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de riscos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,4
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de seguranca da informação,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de serviços culturais,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,1,-,1,-,-,-,-,-,-,7
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de serviços de saúde,28,220,64,32,64,574,4,4258,13,1963,599,23,86,222,1146,47,4,35,596,1,264,337,9,45,2880,21,23,2,876,383,71,141,3,41,5,15080
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de serviços sociais,-,1,-,-,-,-,-,-,-,13,3,-,-,1,19,-,-,-,6,-,-,-,-,-,5,-,1,-,4,-,1,-,-,-,-,54
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de suporte técnico de tecnologia da informação,1,8,1,-,2,-,-,7,-,7,-,-,-,9,69,4,-,-,4,-,-,4,1,1,49,-,-,-,9,-,1,-,-,1,-,178
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de suprimentos,-,-,-,-,-,-,-,-,-,5,-,-,-,9,57,-,-,-,1,-,-,1,-,1,1,1,-,-,2,-,-,-,-,-,-,78
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente de vendas,-,-,-,-,-,-,-,-,-,2,-,-,2,-,3,-,-,-,-,-,-,-,-,-,2,-,-,-,3,-,-,-,-,-,-,12
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Gerente financeiro,-,1,2,-,1,-,-,2,-,55,10,2,2,21,143,4,-,-,20,-,-,5,-,2,43,2,1,2,34,-,3,2,-,-,-,357
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Matematico,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,4
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Operador de computador,-,74,-,-,15,3,-,146,-,25,5,-,5,20,182,-,-,11,6,-,7,4,3,-,258,-,-,-,25,11,3,-,-,-,1,804
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Operador de radiochamada,-,106,993,-,-,-,-,-,-,1,5,-,-,4,13,-,-,-,-,-,3,3,-,-,18,3,-,-,-,-,-,80,-,14,-,1243
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Operador de telemarketing ativo e receptivo,-,117,-,-,-,-,-,-,-,49,2,5,-,57,114,4,-,-,58,-,-,-,-,-,40,-,-,1,54,-,-,-,-,-,-,501
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Operador de telemarketing tecnico,-,1,-,-,-,-,-,-,-,2,-,-,-,11,2,-,-,-,2,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,21
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Professor de computacao no ensino superior,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Programador de sistemas de informacao,1,6,2,-,-,-,-,3,-,9,-,-,-,12,109,3,-,-,-,-,-,7,1,1,73,-,-,-,4,3,-,-,-,-,-,234
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,"Recepcionista, em geral",38,316,16,39,67,768,3,11608,18,4698,1123,22,201,1957,16689,459,1,53,2345,-,745,2549,187,618,2002,15,17,-,4968,85,369,37,1,11,-,52025
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Secretário executivo,-,11,-,-,2,6,-,40,-,266,152,2,1,83,407,29,-,3,44,1,2,5,1,3,454,1,4,3,160,5,3,1,-,1,-,1690
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Supervisor administrativo,8,73,11,1,14,68,1,301,19,378,34,6,36,395,2471,95,-,9,198,-,12,153,6,69,672,16,3,3,353,64,17,12,-,4,3,5505
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Supervisor de almoxarifado,-,-,-,-,-,-,-,5,-,13,-,-,7,9,116,4,-,-,1,-,-,13,-,2,36,-,-,-,9,-,3,-,-,-,-,218
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Supervisor de andar,-,-,-,-,-,-,-,-,-,-,-,-,-,1,14,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,17
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Supervisor de compras,-,-,-,-,-,-,-,-,-,6,1,-,-,13,68,1,-,-,3,-,-,-,1,-,11,-,-,-,4,-,-,-,-,-,-,108
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Supervisor de contas a pagar,-,1,1,-,-,-,-,-,-,4,-,-,-,3,14,-,-,-,2,-,-,-,-,-,2,2,-,-,4,-,-,-,-,-,-,33
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Supervisor de controle patrimonial,-,-,-,-,-,1,-,-,-,2,-,-,-,11,46,2,-,-,2,-,-,-,-,-,20,-,-,-,-,-,1,-,-,-,-,85
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Supervisor de recepcionistas,-,-,-,-,-,2,-,1,-,88,4,-,-,55,388,18,-,-,41,-,-,12,5,2,1,-,-,-,110,-,1,-,-,-,-,728
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Supervisor de tesouraria,-,-,-,-,-,-,-,2,-,12,-,2,-,9,87,5,-,-,7,-,-,1,-,-,15,-,-,1,13,-,1,-,-,-,1,156
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Supervisor de transportes,-,1,1,-,-,-,-,10,-,2,-,-,1,3,7,1,-,-,2,-,-,3,-,-,28,1,-,-,-,-,-,-,-,-,-,60
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Técnico de suporte ao usuário de tecnologia da informação,-,7,1,-,17,1,-,25,4,40,2,-,2,53,333,8,-,4,12,-,4,30,2,3,78,1,2,-,29,1,-,-,-,-,8,667
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Tecnico de contabilidade,-,1,1,-,9,7,-,6,1,23,1,1,2,48,147,7,-,1,8,-,-,-,1,1,90,-,-,1,5,4,-,1,-,-,-,366
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Técnico de manutenção de sistemas e instrumentos,-,-,-,-,-,-,-,-,-,4,-,-,-,2,45,-,-,1,2,-,-,1,-,-,7,-,-,-,-,-,-,-,-,-,-,62
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Tecnico eletrônico,-,-,-,-,-,-,-,-,-,15,-,-,-,9,192,6,-,-,1,-,-,-,-,1,-,-,1,-,3,-,1,-,-,-,-,229
