run,autoridade,atributo,tamanho eg1g1ai,tamanho g1yi
206,noxhJhQHb,cbçLç,122,122
210,Qlmno8ûÃûK33WrâMXGúZEã8ÂGfÁT0v,CvVIPdsÁÂúwZçgNkW9Z,122,122
418,qûãÛNKWGy,K7g0oéLo,122,122
197,PãemQQSfFXyLw6YõúYÁsKtQ,INDÁMÉIê3j295nêdQX,122,122
419,8Iõ3Â0ho,âWvcDrO7x562CçJãHéLpkw9úZÛ,122,122
198,ejéâqãZ6eNEAÁçZÂI4dK3XZÚMPçrO,rLÊOQNLÃXzÚ3YbgNQÇJÛf3j5LVg,122,122
215,P44ûÇTGAfH,TKê2Ê,122,122
420,êXáN8zj31XhcÊva,ÉP89xfGA7ãNéZ3Ngbû0GcbyFk4sHIf,122,122
190,LDÕ9VÂqvlÉYo,uMdxfJFKYtC8çPfAFTFyÂTETfx,122,122
205,WÇúQCáxb41ÕxgB,âw56âCûn_BAcûD3m7_40dMÚpÁÇ,122,122
421,TfBÇPxW1vkÃâ6qZl47ésPGRrZt9j5,OZayQLwêtâMjomWtjÕq,122,122
194,F2NAâRvHF3ÇD8rSâûHHEo,eC1i4OH_VFjKaGTDG,122,122
192,sÃÕ7DUçsÚDQkâ,a81ÕÕlvssúâAUÃNNXãq,122,122
422,feg_qmÂ3ûoÉUk4,1xÃq1lplaMkêPoeK,122,122
204,ÃúYâÚ16oyEmÚXOltWOukcg,ãõX1MãÂrPn,122,122
423,ZOCõgQÃfBpoeMkÂ_NÂÂpÕCynÛj,MÁADúÃ0ûERçOGEúOkGPhKb,122,122
217,_úgXjdJUiLWeúH4gkwb6,ÕáÊERQÁl0ZpPá,122,122
424,Û3RmLazJaúVR,7Úêiy,122,122
202,opOPm6içqâ,êSjHXj1GZiÕ23,122,122
196,ÂÕm8SÉ5OkÃLdkÂ,wpPceU3CxChvfftNkz,122,122
203,ogiHEbláéHáSû7tmãOk5Âfpqã,KDUC5P5Ús9QF,122,122
425,xqWq_,éCmûcâvÕyBHzc0S_dlqé,122,122
201,oçBÉÁN9g5NKgt9xQÕOn8e86q8oR,BpIêNjzIu,122,122
212,éWQZRDex5J3lAUÛÇW8VMydÚ,voç1sÊOãÉcyúgWZSx9G,122,122
208,0hÂ4GébdusdwNÂWãGûzg_Û1,ÕéyéZxbZúÉÃ,122,122
191,mVj8OFpXWjsOêX1çrMIRvJr9,rãeêABÃIDVVg3JãûvÕ3RxwâJ4,122,122
426,kogsLUJÇ,FdÚDGwZgúPAByáHÕÁgZ,122,122
216,vpFúáãb,SXxÉNÁ,122,122
427,UuwS4gÂêÁBçk7DvLÂ5_Asû9,jrKÚreq2DXXfCbnw9PR,122,122
187,ETÊoiPwaK6bWrrÃç7ÂFÇR4,nkÂw08Û5oê4mn8Ã,122,122
188,UãxÇOÇçSDAWgúe8úAIqBCZY67,8NPÇO,122,122
428,éYÇ6EpR2BSáSQÕ5saÛUuÉDÚ,SELúP4õáuú_rÂú3HQçykÃ31Û,122,122
302,qIUB8yIûç,LP1FOUKlFo,122,122
218,VHéA6âw3VH9tBÊ,NZJêçÂqXeYSo3YjE7sbjtNéIhO,122,122
429,Cp5STLsSâu,gTXpd6YZv6YÚxÚgâÚ,122,122
226,UC4MxjeÃ1ûûxÚÚzUÊSdqOCÊRYtÛá,saMw_T1_Aâ5lDS7xW,122,122
430,6_ÂA5wêwáW,YÂõgÉçÃ0aû9nFáã4S6eúÉZÂQ7q,122,122
233,ChIJÃArJOjbSHvFRâçHaE,JkBhwêVISU6ãV58S,122,122
431,cjYZ31F3xTOjcÚ,8oXfDGYçSÕgd5CÊFd_Q6õÁtw,122,122
304,âebMV,NâauãoiÂQW6D2,122,122
227,5ÊDkéL,Le9LméÂgJb3,122,122
230,tQXAûáLãç,Ç5fvrÊ3IhmhNQ1Ûç8ê6QoLiÚRç,122,122
432,zV_õIxaIbq4IgÛvdÃÉQéIAFrÃ,6aÁâLãaõYZ2eGZCS2A,122,122
228,AEuiÃNXâ2,eyxfáOPÁdHúRhmc4vDJ8b,122,122
311,õwGkPÂ,1rHe9pSGTpjU,122,122
433,2uÚHÂq5LBiO5jÛsh9Fê,ÁÕ4WÇ3,122,122
307,Çû3eÂgcê4DÊcDB,F4SXM6z,122,122
306,pãZczbwú7ÚkiZDMkpz_ZHÕpsmÂ,Qu4L9G9úXVaHWnQ,122,122
434,_iuúSNg,eéJOD0rAáûfy,122,122
219,eBpqãA,lykDjhGULê5Gp,122,122
232,LmOaP7ky7NÕgBhéq2ÊIÇ68KMxzK_,ÂKçHiÂÃLLBScçÊd9S,122,122
435,qçÂUHn5ugZt_,vC2WYsnhÁn_mOo7LûKõ5PgsáAGfÕp,122,122
222,b2Z3tQú,OÉ9ÕÁcNEFálDa0çâáÚ8M65gVhCçvkk,122,122
436,U5b5xO9õIW,káMQeHbbWPFPQZ0Ttõ,122,122
224,GLxõâ,rKblwã06svjuuoú,122,122
300,gNÁ_Ûngx2K1ÊIALúS_VOBDOeúuGã,HG_ê83,122,122
223,3MéIXNSQAMWõûÃáL,4Oemoyffbp2Vf8ÇpgL7UÃt7,122,122
309,5Fé9ÕW5ÚoUédFjfA3_aRWç,fbhá7ÁákkLÂé1owKêPTo4éCcÛÕrqJç,122,122
303,_ÛiQmÉÚqmá6VÊm,PgLAWj,122,122
437,J3aãVéeSUtáç6NáxdÊ,xesvQLúbmTRÕçHOÕsáAyçDL490rÁLÁ,122,122
438,tmdFQL_4xuP7TaN4â,alpHM,122,122
305,lhpbCIT_1Ûz_snrU9PmÁ7Gúa,YÚçÛLGUUSéÉyÂ0JÉpãÉCGVW,122,122
439,áÛcÉÇÃÛ_oêfWãRÚxçúoa9,ÃÛZKÉEÃxlãT93,122,122
220,CS0VécçÛzZ,2QkAUÁERb,122,122
310,ÛõMêiWxZkX,ÚúêÃvTKDarSGçÚU8áUpÉqW2ÛjFé,122,122
301,ÂdKyMtOçú7UHWGFtUqUlTR,ÉuWÛûnQAê7â3,122,122
440,uiCPK0DSKesfZÉ8tá7dy,dÊûIpCW0FJCxFÕyjákÇÂiz0EoÉ,122,122
299,Qs5u2lMWS6ú,DCgSsué83o,122,122
441,ItOnmKÁNúnwBÉ6gI,yçy4dPBT4EXp9AAâêX,122,122
231,õ_7bHSENÊFúê68yY,PkuZWgF_,122,122
12,néCMXÇ3Áé9e6ê,õÇdLkm496ÚnobOÂHeáBÇYh,122,122
225,aaPndRZRQéLfSRRgvD,ÂVÂjYÇvnd6Tánéy3uoqmR3,122,122
312,jÊ2âyFOÚWMpE3,KõÕÂSsUúÊDfÇzÕÂÊÂõ1v7áFn9,122,122
442,ÂZâMnwQRãC,ElsMçsê,122,122
229,ewdxRBrwúAdKÇjÊ2IÇkUsÂfúõG,LzÚPpÊÂmv7ÇwBÛ,122,122
443,wf8TqTaoW5D,vzGj4nR9é,122,122
13,V6VGkmeI2jdzÊÊ6,Õ0ãÃÕpûÕ3SUõvuÊbHK6çÕbpfIi,122,122
444,7zÕÊ5NÇHJb0W,ÚRétvõÚç40oe,122,122
221,SUGFf,ypampwlsSMFÂEo,122,122
308,2JpR_ÇúfIõÁm,uáêAwl8CBÇmhÕyÉ9eleûB,122,122
164,2ubçq6oxTAgÊvIA,GXI97sÉZÂ4mÉr_kÚviG5ZNÂÃ7û,122,122
42,5NuÊÁAÉAzKcKAVxPiU_7éXHUûu,dûBCoT2É5goF7Õ,122,122
129,32SAá2ZxlxjoXãpUb_EK,yyRúMIw8pSFê7ÚxX6Sáç_,122,122
284,TUR4ZNw0EÉotlcFiF,NÂÛYOk8ZxúzÃ49M7sb7g,122,122
11,2ÕÂGuYu,PYxxÕMg3ÊççnJj5662pQS,122,122
169,CûAnDXqÊ6LMsnMYEp,hyDYSÇ4nfsOPéûâEIlkCstJ,122,122
41,EÕÛÚã_Jân,léõBXhf,122,122
139,t6ÉvoQ2UB,O3IKesÁK9bu1C4lus,122,122
40,EJZb0êTâTk3êNiQbIDyr,NÁk68dFv44,122,122
128,MnQTSõvÂáuaÇkeçYMJNylÕo1x,ká3FÃw3w,122,122
495,j8xoã,ÁOIjÉcõãVEÉéL_ppÊIbt,122,122
161,F1wi2579hgûVw1,FviÁiúRsSeoecZqHB4FK,122,122
138,G_h7NUynv09D,is0Ûõ3K,122,122
157,hChbúqêcFom,6jéTPS,122,122
5,yEMÂuAlLiKoU,z0FibxvLSRuç,122,122
84,xFPBwQûG9ûFxÁ8xêFs,hqy0sÇJfûçgNãrAKVwwMT6WvÕRF,122,122
39,Kê0NCçõITiÊ,úÛúDTaqbPÉPtÛFmowjmõÊçcÉé2ãdFû,122,122
295,mEISÕMásõ7áûokÁFdE,ÉçwofãIBÃqwÊpÃâÉIçiûfJCOo5rT,122,122
10,JÊoÕu,SçJúmGUi9,122,122
83,quãvzvãâhHQ,Yc1nqOh2OnÃJbÂÕDPXÇDÃE,122,122
172,0KÃMmw2ptûHgGÊ2aEcTzXBCG4Á9h,âGjgk,122,122
9,ãsIbYH_õGBJúERoéWs5yPÊ4QWÊkUV,AoiQO2Dé,122,122
167,XpTwÃRGsQa7ÛÚÊ9oOZUkÃ,EItÁ0KjW12ÊÛç8ÁãÛwÇ_ÉÂNVõnBaa,122,122
283,ávFpdX7zo5cÊ,8ÕgTtdçtLNdEçûhnqgFéÛqÃá,122,122
137,add5vkûÂ4JzÇtD,Ûn0Xâ6Ãm5L_IêtHVÁÃ6yÕ0dZá4qkP,122,122
166,4pêLRduPCqÚGûNa93úgCcOé3â,PÇpUÚÉ,122,122
38,âÛOeûQbAweÇF8Uság2rBãMGÇq_19,7zCSÛaaÇúfvãÂa8HXúLtqÉ_ÚNãúLÛ9,122,122
127,sM45TÃã_iPRSÂêyqd3Ã5RWVy,EÁZ2nXçÕPNêqTHoTÊ8crÃ24p4Sgn1c,122,122
81,ÃuHbJXYSÚ9Puêc,Zz5nzfRdáVÛ,122,122
85,iKÁWbêY3vFOÊQjd3éÉTxl3Aszré,ÛY6ÕnM3YhuÕkNTVâV9CF,122,122
37,jÃ3úõÊçZhIpo7W9âzLV69s,ÃCê46qvÂYXJâ0T,122,122
8,kRKSXOv0x4P4PqV69bn,fhADÂãv8wBVBRétOC_MêNâ_30Ax,122,122
297,dãuÃõFVaçUH,oúúFÁJHajgHféÛLc,122,122
78,ÇoJc8A5JZxáêsZmyÊâÉV5ÇÂ,rwXvGOcqh3v6foZVAÂÉãM,122,122
165,CjOyélK,oÁhNqzÊndáDêPDçnO,122,122
291,hõMCVÁRvQfz85fK_U,rÃtTÕÁVSpj,122,122
136,ÚÁXizÁÛXOXK,kEHOEHvDKFIÁNPZçNp2ÉaqA,122,122
292,apivMk5Ç6ghÚDxN1ÃrÚfçfzhIJEá,ZÛÃYUZ4wEÃHãTCTqêIÃI5ÉBÚ6_d,122,122
135,iC_CWÕxyÁ,MNúcÉsÃCJftçwF9_,122,122
298,NçZé2ÇêPDfn3RúúÛcOçqJ2Vâ,Ûo5FCêÃ_ÊmçQFÊYdÊrÕl,122,122
1,7ÚCqsxSPV_C,ÁPçsXQrGxbwKIdXâ2UáNú89ygçvlB,122,122
126,_hiõridÂTxbyûp,8TJúrÊxd4uãdÚMÇkcloFéÉb6áIEHt,122,122
7,lj38aPâQUUúÛXknâno0d4c0õc,AÇtRDlÂPÁ,122,122
82,é4UÇcHKJZDáÛcO0âÉ,2ÂDiuW_MzXEvEUXZ,122,122
293,aIQ2NÇêÉZIÉÁNSúrohú8NOÕ67jaNF,J1gtXúUpâJT2ÛiâvÇYÇIõÂT2ÂÊL,122,122
79,ÊÁbMCH,9hãzSAVtQJ7FÊLyU4,122,122
162,zMD7E9,dDZgCJXtu8séj,122,122
6,zuCpxrpETkpMx,xLyx3E7âLaÚfB0V8jzz7hã1G8,122,122
35,WRS1vh3ço,lYUZhD8Õ4LUÁ5Ûuv4QWzWr,122,122
125,rGQãOzG5ApGSXNlEYr3ûbUb8â8,7u7qUXÊFcFáÂwwûSõH2U,122,122
36,sFûMEC1rúV,aSkXÂÉWlê1jéJS2UXQ1çDygYoJ,122,122
134,zÊe35rWnÛÉáUçRG,ÛrgÛSÕO6g,122,122
170,MN_yY0,hÊIúIÉ9jiháQ,122,122
34,9IâtÕ9WMDrSf3ZÃ4,éâTLpFbyRFo,122,122
287,9tjHÚtÕxBiõM,OZtRhR7âRÁ9bKwiTp2f05kE3YV,122,122
80,ÃIZÇÇMsLc7Jé45mÇÉ_OM3jQV,pEw0T8ÇHhnBVRzÂIõE,122,122
286,bweÛ3Iuj8YznqBkaMç6,8LfTûÊTûbÉyc1uQ2uÁiû33ÂZbâKnÃ,122,122
133,_ûágezOpçcBYAUYPtk,BTRj5ûibXmTãVdKAxOÁCa8MX,122,122
4,CHÇáh3qãkhÉz6W,vÂg4mik,122,122
131,859NIãwSdúdõIZÛGãQnnÚGtp,xAáVGQú5oádÕDygt8kbhtJO,122,122
33,RGSúeqÚê8JkêdêauVm4gFÉr,592sÛk,122,122
132,xzBpOãuJZzpmyÚz4hÛ8É2Yue,j9õv1ÇgÇÛRûWom,122,122
159,CGÁ95JÊXÛKoXuÁh,FoMVÛLiosx83Oá,122,122
32,kZ15VGlê77á_õÉmm4ÁWTdRXhF1Ê,BÇqçiçÊ,122,122
158,ámÃ_vhSPmBãVáZW,ãJcÂRlxÁ1AwB15e5ÃcztiiBLyÇK_DM,122,122
163,4be0dHÚNBÇÂUzS7Húû4ÉJA0,0pKgas7,122,122
288,Fê_eAwfB0ÁrzÇeOJyáDK,Ú1D1eloDuM0uúõZFWrCáSYÂIawm,122,122
285,Ú9Y4JfHcNÕÚjlPCLÚZpceZySMÊDIr,VuusHÕU5GR3ÁUR3ÂÊvXFÂHBS0âú,122,122
3,JMÃv98Qáújipj,DUag0ÚhW,122,122
130,Ce9pÂS,O7NE45fGzOhÂc0Fc4M5yâ,122,122
168,rû4ÁQr,MÃ4Z8WbG2ÚPA5fC3PÚ,122,122
160,2ãsyz4ú_R,paBÉDâjI1jSIDO_,122,122
2,wTÕfXmFhÇqW4ÉlÃãnÇ,Õãõ0ThãW1IÉHRRé0RÂHvi,122,122
290,1jêjNackAwÃSFHEÂSlRûHéETb4aé,õyO9Ã9ÉhfBûáwÛS,122,122
31,pVTâÊÊ,ÛWAâ6êzy,122,122
171,PUuGAvy,p4kqAh6mp,122,122
86,0XÁi_âê0T7EnÛKD,TKR8WBFéoqcKzIYCY,122,122
140,úa6ÕpLGSXBR3zyU9,çjSãIZçacsqtjrâJÁjÊuhA,122,122
289,L6ÂeAcç,mb0dçATnR8Â,122,122
30,il9ÃQÚReWûElmEO,3VVOApLpOÚÛyçBFúÚmÁe4ORF1,122,122
296,LÁGbzH7iThv4úMCWEâGÊgÁ26ÚCIB_C,a9nR2ZõfI7Ê5,122,122
282,MoxfxywG2gL7h,Lp5xãûg,122,122
294,rkkTJS,ÊxEF9gHBKçJyRlGjZYWI,122,122
361,ÁG1usuxYç,ûÁDiR,122,122
108,VçxÚxkZrvCõT,doGcutIr3PfyRévDâILvMArYPÕRODC,122,122
496,zRwNAzûB,g8iMVRTÇ3J,122,122
362,QÊwr9JZZFbûÊvUc7ÊÉç,ÉgZYg6Ê4,122,122
497,K0kxLFLÚuzrrB,669Okq,122,122
122,5mC9hPdYpÁ_v2úxmCuTUaE1ç1,Ú0ÁÊÁQûyVSûSC9Ú,122,122
363,P7sÕZVâÊYÊ,ÇvH0Dyojn,122,122
115,NÊ0drGtD6xâRLAGU9çGO6JeFâD,AEROéCVn7bÇurmUé5PxábFo,122,122
498,bHpzMwjÃzmUp0GpWqziû3éâ,JiÃtmXêrAÛ,122,122
66,PO1OçEIAÛÂêR1E,3YõOÛêGHrv56BINÛÚÛV1ú_CsXN,122,122
67,4çÂTÇPvBÚ,4ÁÂ0ITõE0cGweK,122,122
364,fouç7ÃdÊû3oNWÛâyz,GbãxcswJghÊ,122,122
87,ÛD7ÚésfWjNxãG52zld8Oêg1tÉ,zPÉF9,122,122
116,ÉÚÇQT1,5õaZ_,122,122
499,mJELVçts02,pI26Uã,122,122
88,u2OhÊ5ê2ÛQw7õCVLácQIfáOT,âáK3HE92ûÕCc0Fc,122,122
120,ÚnGJfuIõcÕQ0sZéÕrmêhLh7XeshgQE,ELZ5uRçqhÉuLHsB,122,122
365,ÊbJ7MwFhF,Jskv_J,122,122
60,JwTMe,57ájKngiVgC48vNbE0ÃéM7zÊfV,122,122
366,êRÊEû2Whg,KQuÇa0KkYûÂeInûBOkuZur1,122,122
68,b04zpÉOHRgVJ_zn,EBCpNfZGAÕbû_PwÇC,122,122
367,XÕVRojMé3oxçRgd9jThéJÁP,O47QÉCh6ae,122,122
65,rXOS9zçbrwHlQX,_5ÉEJyÕÛq2a6,122,122
112,XÕOcZnâçpWdCõCmÛEUaççnã,RÉDjJ5YnÃÕzlVo_Pvu,122,122
64,ÊZF8FvÕxLÇÕÂlHaOJxd,ûûni8,122,122
368,nr4WçxÕUÊmn3Kw,fbVéPclMÉUCCgH,122,122
58,RvRcâuagkÚÛzÊÂÇ,éS4ûGzkWâêaWduâoú6wOxSh8jM,122,122
369,CeDVjqhsNJ6USqN40xba,AáEéÛk09b4J,122,122
62,lõÁH8GÚÂlnÛãZõÕÕmjb,Wç9ÕúQ1ÇcVg,122,122
63,ãYvyâMÉwiõÃpuéyjqfTA,á0ÃÛgcÇTPSâCCcbQK7ms,122,122
90,ÁÉIçlXRwc6cEûÂd2vIKkÕ4ÛxGUzé,DUÁmeC0çJÛúy7BJ6âjOÉ8EfZpRÇXWN,122,122
370,GUdrtÕMÊÁ219ûÁÚfâÉÕ,z4ÛyÚR8eGépPWnO,122,122
117,hofHEhpSIÇDEb5ê,rçilçPSãAÁ5GneÁODÇW,122,122
15,Jloã0TRngLBwcp,n3XÕPvAÛkX,122,122
371,vrdûD2a,RmMéâ24gJ_ÕVSçEiNõfjXfX,122,122
121,VqvUb0WEwXõqÛJEJdsP7PrE,Ã9V0CB23uskBTxÊDDâe6c2CÃciVrlL,122,122
119,RwPMêûê466lçJyÉJPÂifûem,jéwEPÊTXFkVÁo5fqÃAéÚÉNnhlgÊm,122,122
372,ÇUv9ZVMwÕÁÃgu4çCNrJ2Â8uKPY,Õú3tMââj6âû_xH9cúBû9u,122,122
118,KéYdUKRÂ,ÇZNeuFuIWkçPsjÇêYnÊYgSBO0GU,122,122
61,ékhZ5H3TgÁkâwõÃ46e,f1cbtIÛÛdj4CknêPzÛ9,122,122
373,YpÚBIJdâÛZlpBêûSTokÚ,Hg4_m,122,122
69,F17Xj,Hbsah7GXcÊtámûÉúm5,122,122
374,QÕIcNÉâgeAPPURWélnoijKÉÛP,TúéZekj,122,122
123,IÃáezZêtflX_,áJNâbf35Ã5vUFJy_ésob,122,122
14,FHFVCKú,çIpEâcS8HGÃmknaKelõhõÕmwz,122,122
89,kÚBUdq0RdÕ7ÕRb6a,242é31RV,122,122
375,ÉEQAk7hÚsrUçeãnmTGoétfLalêWv,3Dçug2L2ÂMGaÛlÛYKCZOÊMé,122,122
59,pIÚÊ3fçKQMXGlAa1V5ÃpÉAõQKég,âÕnT1x,122,122
114,ÊZlDLt,2884X,122,122
16,bûd2A,g4Uv_ÛÉ,122,122
376,7OhvG0pçuõWãlEcBUú78ÂãLQuxFaH,Z5lDÂÉ,122,122
124,WúCBGteInwfçáã_êÚT_É49,FÚ7BcJ0uuh,122,122
110,Dââx_B,7IVzeokrcccgYgBã42ZwzÂÕEJ5nX,122,122
109,dFBfi_e5t,DUlr1j_ÁJPCHjDz9wi,122,122
111,XãBÕ0zêGZ4,2ûãzG,122,122
377,VõVLÂXfâSSÇbIõtJc0êlféekWKÉ8qã,éD5Ã7VgJÁF9ê,122,122
113,4hwÃÚSú1AkgoADtIdûÉáPmÛtQiR,fiÃMÛLDRI5Lû_ÃClrN,122,122
378,WçKtc,5bcûMQGwV3PmOc6B9ãÂWésQÇGs6ÇY,122,122
395,FaQnl0H7ILÃitmáÛWoUõÉk5údÇ,8ç6Âh,122,122
479,OdDphwx4âVSfTXú8aEJ2G4G1G30_Z,i8êBáMaÊlu6jnmyI,122,122
379,IwÛÇÊmR,áQxgD8,122,122
396,8C5ÃCúÚuÕPWÊHHdsÊYÊ,ÚsUbvTNÂJuPyáFCmMûJqténKEWBvG,122,122
480,wPû_zyf_KSÇqÃp7CÃg7UÕv,çõVmsOyÕXÚChWxâÁaÁvéa2,122,122
380,if6O3lVÃ1faÕjOBWVrfRffÁ,ÛqJXaÕãPçév,122,122
397,25SJÁnInhLPLSXu6,dE6úpIz5áeBÇâ2prCgUãéb,122,122
481,ác_aa7BeUFLGJ5tEÁ,0xZPOayõh8Z4ûÛÚ,122,122
381,OEyçXÛâC3Ê22ÚaÃêbK,MÚáEõd8á4,122,122
398,uõÕ1i,IWÉWMHyxICõLck_Ú,122,122
482,WrexWQ5EaN9NsrGpRa,ceckÕÚiIûÉÁRIRÇêÊYd,122,122
382,sÇQnRõúÉrÁááuTNlÂG,9gyYT4iÕuÊJPÁz2_,122,122
399,OÇpcBBR4XJIMÛ3JXaçuBNn0OU3dO4,j7zoO,122,122
483,éç4qNb46,x4áhÛúTéIivãT,122,122
383,LBlûE6ÕxÇ,TWõLtezcVlúMgsQ,122,122
400,ç5ÚaoTÇUt8âSiUrhÊB,taáÛkT3õ9irSç,122,122
484,â_HJtvvHÇOPZp,CõgkjJLZxÛFÂMÇpY61w1PÂRht,122,122
384,L0eKgXzPiÛçu,NjzJpUmYVxM8e3JÉI1,122,122
401,nu75áFAáOnO3TnéTK,ybc6LP,122,122
485,CgÉsánQUNõê0k,OváûwUlÕst,122,122
385,3õé4gYsbK,OÉuJqEp3OTeÁa0lêv1OÕéJãFâi0,122,122
402,xq5nQÛtslVõYcDppõI2fPd1wsÁ3,XXêBÚOHDtvFsv3yDn2úfnOQ4tÃÕÂ,122,122
486,q3õzgduãõ,YXX_dFg,122,122
386,WWRIbX0UWmUâ7spÃCyõf_oNo8Y1,LMNÊTQNe6ã,122,122
403,8Á2i7YãÁyEyLFdxãLÇ6PYOÕPPZO,e0ê4f1õVO5z,122,122
487,HÉ1êD7Ãpndg1SáPxÇéÂÇ2ç,7õêWPmLç,122,122
387,qB4rbrÉdG99DÇ2N4_g07YQp2VPY,Obá8IÁ1l,122,122
404,L7pB1â5õ3Fx0M4ÊEP_,Evu3VdiJv,122,122
488,O7ÛQEõDAõTeiêÇTgtE3qqAúh7,GkkOÃ,122,122
388,3x7YjD,kPDÉê5jE,122,122
405,1Q1ÚZThTDzsq,kkFed6,122,122
489,k1ûwjW7r,êNéÁÉÛqbÁwÊ4ÚûYhÊP4utCÃú,122,122
389,zlzBdwõZérD1o5,nÛGNVPg,122,122
406,ZaûNhkétjÕCBG9NZE3h4vN5,yâbú6ÊUQÚ,122,122
490,ABHHÕ6WOTQCâTÃ_FHdHPh8oûeK,ûQtVzlUI3âFq_y,122,122
0,qyúcdyRj7o2k_I6õCÁdKhGs45Iê,Âs0VúP9A1õâGXRzÃwCrZzç,122,122
390,KéaâDHuyõuFÂgnF4sêEcY5é_,ÕBwaQoFÂhéÂeIÃzVhÁgCõêÊ,122,122
407,SxZáõVÇ0Em2p,vc_5C0ç,122,122
491,tÛuÁõEâDc7EÂá8X,18DvxuPEWÁGqerú_lád,122,122
56,LvJúÃ,ÚXNAdRdêÚMboá9Eu6SD0Ê9lVOViMûr,122,122
391,pãPFRÂqãfBÊg7,Ipû2IEÛ20ÕHOpÕ,122,122
408,fÃUçz00Ú768ÂtõoÃé,HSJ99oiQ5ÕuNWfwTÛ,122,122
492,91UhVz9kUTúâ5xO,wQIiD5YxgDQÂEaOYk024,122,122
57,UqKxõU,ÚtQOf_jbrhmÚRÊbGBÃc,122,122
392,hlÃuTuK_xõOrX,kom1õ3wÇt,122,122
409,âFWâéõÃÊwxiOûÛÉçNTh278,UûPÇ7YTGcAN5õKã4q,122,122
493,yZ8â4ebûZ4PWáJvyfJxhrU6,O1wgBOmÂe,122,122
393,5t8Á8êÚúvRpqgmÉûAWA5PÁe,õ13úzPfdÃkiVb,122,122
410,Ûjú3Z0ueÚ8ÕpéáiBHsfyOÊ7NrCzâ,ÛÂCGftOêri,122,122
494,téxrGfXj4tá,jP989qvUK6PrrlLNÉUOcrLÃãnwãn,122,122
394,UÕÁõBABV,UÂ38X,122,122
411,TqçRnQvdzõÁuXVN4Ãf9p9Sp7âOÊ,DuÉEaÕ8FB968,122,122
234,xc9E7HwûdPõúÚl7_0zayÉMb,qçuoRXK8E5Y6T8DâWûCg6sûãõáNáG,122,122
144,fMõÛOUAûÇã8ûûGúDsáTy,bÛ4MEVHG4oh,122,122
459,yváCBhAWy6Õk5õlXÉûByYpy1,çzQdjõVãlâ_VsPMClyÚÁY,122,122
140,õûPÃtpûf1Õ,6ÛNkAo,122,122
288,jnlMAêeu5HÃYsÂNI9e5d,2ÕsgKFkuéHoE,122,122
262,s1xmIrÂgoáuH7,SqXãbZ8hRÂ7,122,122
460,JgLãD1ÃuÂs,2Ejy0FVYÂCxÃEpP1Nqr1d7,122,122
156,lYgÉqéÃaC9Ç61yE,vUErqAãÁÉâcram8KIYÇâ7ê,122,122
138,FvL3EifST,3áJWmdnêãp,122,122
244,8ÂZAúÊÂ,5vÁEpoÂNk2áaÊáêêE3oçCio,122,122
260,oâdDõr6WÇKnâSYfif74vûHwé_Ú,vféYÁeEÛ2FÚAõLqE6RêeoAéGÚM,122,122
253,uere_I,GND0N1V7EsâDçu8áÂPif,122,122
290,mSiQLjLéJ1s_BW,Wfb6sCDkéYPêO,122,122
137,Z1yxEdDéP4,UDNÂpp,122,122
153,ÛéiãUpKbrã9qVmsGP,207NhWûc5Ã7YvfêV6ÁKÂTdãGU,122,122
461,KRçmLF81rFl1aÉBTWÕÊV3gÇjúbL,vFkBO1GÂ2DckkúMHVbCõ,122,122
155,lD10xÇG6f1qÂÇip11E0fGUsXÃ2N9b,3CA_QnÂú_I,122,122
152,ENÛÛr3qÛVzO,WÃÊ9ukDKGG_,122,122
125,FRHdVuBõxúÁÇl,pafeqt4of3ÚE,122,122
462,jtOW8aõOTAvcÃkZrT5hç9A959,2nÁêÕÇÚFnVaT,122,122
261,COuM4RHKÃãÁ8vi_XEwJ5pÊloç2s,ûaUqeZÕnDiÛGFÂêvéK,122,122
130,BÇluB6CISIAzé,JUfÁen_JÊÂ0jNlHéÕaGT,122,122
257,RGFZêqâBV7,ChZYõHûjjéõÉb8ThcçD8â_mIÚXÛ,122,122
463,õLV8WsNXVrnPyâKxickÛnXkc,Wrv7ÊOÉÂõoÚçth,122,122
127,beC6qÃVÕwaêz9úpÃlM3m,A2OHc_Qyn7bSoeÉf3êGbÚsÕcûeJ,122,122
141,éifGid4êÕÚWvéV36ÃAwN7SZsSj7WfP,lâzFzUÊSrbqMvY,122,122
151,d2ÉÇb3ÚuGfobéA3,DHÃSJÊÊúW7O2Qõy,122,122
256,q8FêÉ,áÛH80,122,122
464,fY2szhvVJMIIÁOaGrErwkjUúM,2rÃIâ_,122,122
143,3alÚ51çÕzy,OYV3YçÉPÛpbPÕÃrvor_aÇwê,122,122
252,0ÉMckéÉyM9tiÇFJwfúSAjâYTUhwcõo,DQtRmDKG4_áÉÁnÉãBxJ4ZûÂâ7,122,122
242,âmB0vã2õÊ9lÇq3MH8úwyáAig1,kWm9sDtÂ0NgiûjúõHÚÚ2ÕtõÊdvÛEê,122,122
286,Õébê2mãSJe62Êco7Xgi,La09Ç4ÉBDxÂuÇQZGÉxFÛûéBÊÂÁÁz,122,122
135,inÁÉW6QOûÕUk50ÕÃéÂ3,uCé0nPÉ4mClyGVãÂ2,122,122
465,úHyKtõE4Sê,KéwZI,122,122
